"0hr","2hr","6hr","12hr","24hr","48hr","72hr","Accession","Description","Condition","Key","Cluster"
0.146911911617794,0.0813010518892872,0.0939354762884175,0.101927484280425,0.283363695128401,0.279837809249574,0.012722571546101,"IGFBP2","insulin like growth factor binding protein 2","Stimulus1","IGFBP2@Stimulus1",2
0.179507431607669,0.0837940690744597,0.0738852588497164,0.0929489480864508,0.23314425217204,0.327601062683995,0.00911897752566956,"LIN7A","lin-7 homolog A, crumbs cell polarity complex component","Stimulus1","LIN7A@Stimulus1",2
0.192990582059595,0.0368997992897947,0.0740311872780608,0.131696773197468,0.288945499459626,0.212675621429674,0.0627605372857804,"TDP1","tyrosyl-DNA phosphodiesterase 1","Stimulus1","TDP1@Stimulus1",2
0.15037141740098,0.0313975519533247,0.189858951610478,0.0971700099245136,0.299750383447114,0.147123394785119,0.0843282908784698,"ZCCHC9","zinc finger CCHC-type containing 9","Stimulus1","ZCCHC9@Stimulus1",2
0.171450125158591,0.0517779377978946,0.119672187360697,0.102595754894901,0.216335767925111,0.264444673044611,0.0737235538181943,"C11orf71","chromosome 11 open reading frame 71","Stimulus1","C11orf71@Stimulus1",2
0.151915656427551,0.132318536748397,0.0608574119648771,0.0943700057727949,0.298149667304712,0.190198401847294,0.0721903199343724,"ARPC1B","actin related protein 2/3 complex subunit 1B","Stimulus1","ARPC1B@Stimulus1",2
0.224134839519455,0.0183342298726914,0.115339788416711,0.0379236148466918,0.216424601039986,0.376098260713645,0.0117446655908194,"NLRP2","NLR family pyrin domain containing 2","Stimulus1","NLRP2@Stimulus1",2
0.20501886173528,0.0706905035263244,0.171559783500082,0.0900032803017878,0.292807938330326,0.137362637362637,0.0325569952435624,"CRY2","cryptochrome circadian clock 2","Stimulus1","CRY2@Stimulus1",2
0.200561572402728,0.0160850381066988,0.0195346971520257,0.109145607701564,0.399157641395909,0.164901724829523,0.0906137184115523,"SYNGR1","synaptogyrin 1","Stimulus1","SYNGR1@Stimulus1",2
0.201182955779986,0.0601537037782159,0.0871524564438901,0.0970908944594214,0.267452621413914,0.177161710859856,0.109805657264717,"MRPS23","mitochondrial ribosomal protein S23","Stimulus2","MRPS23@Stimulus2",2
0.141835924202882,0.0456995347781686,0.0826336094405991,0.0943492567797572,0.271984568251447,0.247361851809826,0.11613525473732,"POLR2L","RNA polymerase II subunit L","Stimulus2","POLR2L@Stimulus2",2
0.14027606329256,0.0835484232970486,0.110172820109976,0.111771967231512,0.261642913253282,0.166704073616878,0.125883739198743,"PKIB","cAMP-dependent protein kinase inhibitor beta","Stimulus2","PKIB@Stimulus2",2
0.163859212164908,0.0188765812413974,0.135347709248214,0.111391492429704,0.218031067706626,0.285246116536672,0.0672478206724782,"FLOT2","flotillin 2","Stimulus2","FLOT2@Stimulus2",2
0.178424865289227,0.0113835064054527,0.178781715019805,0.0732969346608143,0.319558933733005,0.160760803625593,0.0777932412661028,"NEUROG3","neurogenin 3","Stimulus2","NEUROG3@Stimulus2",2
0.16639488834903,0.000133115910679224,0.162334853073314,0.0472894272687943,0.294918300109821,0.265632799760391,0.063296615527971,"LYSMD3","LysM domain containing 3","Stimulus2","LYSMD3@Stimulus2",2
0.138584772305219,0.220488372737604,0.0608109980875301,0.11790792427728,0.180936278721694,0.0331771944898695,0.248094459380803,"SAR1B","secretion associated Ras related GTPase 1B","Control","SAR1B@Control",3
0.144054856089199,0.181192197988994,0.0842432798409634,0.119594341525253,0.154109885044225,0.0607335273272062,0.25607191218416,"CDC42BPB","CDC42 binding protein kinase beta","Control","CDC42BPB@Control",3
0.145188454614089,0.273941576165863,0.105842383413671,0.114640803763285,0.0816539868749637,0.0229978512108717,0.255734943957257,"SLAMF9","SLAM family member 9","Control","SLAMF9@Control",3
0.162337662337662,0.308344155844156,0.0737337662337662,0.126753246753247,0.0852597402597403,0.0837662337662338,0.159805194805195,"PLEKHH1","pleckstrin homology, MyTH4 and FERM domain containing H1","Control","PLEKHH1@Control",3
0.157059839798963,0.298979111041307,0.121689963876237,0.0688550337678656,0.14245327469766,0.0372860059682739,0.173676770849694,"RNH1","ribonuclease/angiogenin inhibitor 1","Control","RNH1@Control",3
0.132128323027324,0.245811532160034,0.0745996511812272,0.0616775011891549,0.136039321388933,0.100126843190106,0.249616827863221,"PANK2","pantothenate kinase 2","Control","PANK2@Control",3
0.132117849121416,0.236728762055754,0.00145329634033558,0.105694279297133,0.144219844100938,0.127335182983221,0.252450786101202,"LIN7A","lin-7 homolog A, crumbs cell polarity complex component","Control","LIN7A@Control",3
0.163259975184484,0.212172663749755,0.00718343890811728,0.0453862731012865,0.264677071769085,0.00897929863514661,0.298341278652126,"MALRD1","MAM and LDL receptor class A domain containing 1","Control","MALRD1@Control",3
0.13017782290609,0.242260928428233,0.0895623421593897,0.0927647166028795,0.147725793433831,0.0780025514853289,0.219505844984248,"RPS10-NUDT3","RPS10-NUDT3 readthrough","Control","RPS10-NUDT3@Control",3
0.137189266311804,0.227981122756955,0.0578664325303188,0.0141579322833781,0.204219941831751,0.0884322010645887,0.270153103221204,"SYNPO","synaptopodin","Control","SYNPO@Control",3
0.157079576513462,0.295246772014703,0.02940529672332,0.0578052841569539,0.124407024598662,0.0728849235022462,0.263171122490654,"FAM218A","family with sequence similarity 218 member A","Control","FAM218A@Control",3
0.189171805834058,0.165373992660134,0.10169876281639,0.0917483258295184,0.0686693655177632,0.103287805985396,0.28004994135674,"YOD1","YOD1 deubiquitinase","Control","YOD1@Control",3
0.211300342306555,0.162870303849892,0.10155094451253,0.0274690444998521,0.117187169843215,0.057220132696615,0.322402062291341,"C9orf139","chromosome 9 open reading frame 139","Control","C9orf139@Control",3
0.216244269526858,0.418129919557132,0.0270305336908572,0.0941095060980884,0.0118934348239772,0.0258195657815068,0.206772770521581,"ARHGAP21","Rho GTPase activating protein 21","Control","ARHGAP21@Control",3
0.158952187182096,0.275845625635809,0.0993133265513734,0.143978891149542,0.0132248219735504,0.061895981688708,0.246789165818922,"CHST15","carbohydrate sulfotransferase 15","Control","CHST15@Control",3
0.222311146680895,0.272642390289449,0.0292561469032057,0.119336623538304,0.0528655906807167,0.0521541950113379,0.251433906896092,"SPRYD7","SPRY domain containing 7","Control","SPRYD7@Control",3
0.179282154254366,0.330273584567392,0.0631790311592384,0.0678403671698519,0.0744738068772634,0.121087166983398,0.16386388898849,"FCGR2C","Fc fragment of IgG receptor IIc (gene/pseudogene)","Control","FCGR2C@Control",3
0.172717537738782,0.155894849563025,0.0774120004145221,0.0726449963729317,0.15658571971398,0.0281184151438737,0.336626481052886,"SMOX","spermine oxidase","Control","SMOX@Control",3
0.153087780533358,0.264750007654389,0.0671136829858241,0.043630017452007,0.222926426012676,0.016962126083096,0.23152995927865,"RPS5","ribosomal protein S5","Control","RPS5@Control",3
0.152415790275873,0.25496113397348,0.082274043590916,0.0673372961438805,0.15717116293248,0.0744398719707362,0.211400701112635,"R3HCC1L","R3H domain and coiled-coil containing 1 like","Control","R3HCC1L@Control",3
0.183958793230316,0.340912435614422,0.0583517292126564,0.0907284768211921,0.0679543782192789,0.0566593083149375,0.201434878587196,"MRPL40","mitochondrial ribosomal protein L40","Control","MRPL40@Control",3
0.148121815380969,0.227959473871312,0.115623889086385,0.127532883043015,0.0728166844412845,0.077319587628866,0.230625666548169,"GLB1L2","galactosidase beta 1 like 2","Control","GLB1L2@Control",3
0.198286802030457,0.226245241116751,0.0977553934010152,0.0416402284263959,0.0485406091370558,0.0120954949238579,0.375436230964467,"DKC1","dyskerin pseudouridine synthase 1","Stimulus1","DKC1@Stimulus1",3
0.213356091316407,0.356262001280137,0.0570514188180073,0.0879880520588863,0.0544484745039471,0.0523575848090463,0.178536377213569,"SLC27A2","solute carrier family 27 member 2","Stimulus1","SLC27A2@Stimulus1",3
0.126614332742466,0.177336034439099,0.0142314510002532,0.158749050392504,0.192808305900228,0.0936692833628767,0.236591542162573,"KIF13A","kinesin family member 13A","Stimulus1","KIF13A@Stimulus1",3
0.208185868343257,0.233459632760128,0.0755298330349336,0.0174043385934963,0.106674438939085,0.114960236499146,0.243785651829954,"GOLGA8H","golgin A8 family member H","Stimulus1","GOLGA8H@Stimulus1",3
0.144583887571569,0.244317853218437,0.00806778092649355,0.147851483430686,0.19004106182407,0.00769186281880747,0.257446070209936,"FAM19A4","family with sequence similarity 19 member A4, C-C motif chemokine like","Stimulus1","FAM19A4@Stimulus1",3
0.153997782431933,0.26576937292103,0.0252864358753234,0.0835899963040532,0.235154613773562,0.0509424664284834,0.185259332265615,"BMP8B","bone morphogenetic protein 8b","Stimulus1","BMP8B@Stimulus1",3
0.157425773747678,0.281225402222852,0.100217247567772,0.0759736784106294,0.109568338528384,0.0241491136928938,0.251440445829791,"DPPA2","developmental pluripotency associated 2","Stimulus1","DPPA2@Stimulus1",3
0.126945438850382,0.247873663899256,0.0223931754132074,0.0802549064412116,0.170106888059512,0.163277223449361,0.189148703887069,"DPYSL3","dihydropyrimidinase like 3","Stimulus1","DPYSL3@Stimulus1",3
0.151989543119433,0.200899778095267,0.0599142778976806,0.152597501291911,0.163905523299997,0.0405204121956409,0.23017296410007,"SLCO1B3","solute carrier organic anion transporter family member 1B3","Stimulus1","SLCO1B3@Stimulus1",3
0.200553527736553,0.308932654125386,0.0166860535076812,0.123300308852433,0.00794191969836749,0.100316874573824,0.242268661505756,"DYNLRB2","dynein light chain roadblock-type 2","Stimulus1","DYNLRB2@Stimulus1",3
0.201255836419256,0.178433424569313,0.0612622766060216,0.0994606343583964,0.0947109966189019,0.143736918370633,0.221139913057479,"PDX1","pancreatic and duodenal homeobox 1","Stimulus1","PDX1@Stimulus1",3
0.178782136088962,0.172202953480888,0.0344334394107341,0.0699753280652197,0.213001036936389,0.00865305538670576,0.322952050631101,"HARBI1","harbinger transposase derived 1","Stimulus1","HARBI1@Stimulus1",3
0.153638151425762,0.225294985250737,0.0600417895771878,0.0737155850540806,0.15529744346116,0.0540806293018682,0.277931415929204,"NRIP1","nuclear receptor interacting protein 1","Stimulus1","NRIP1@Stimulus1",3
0.1473665595803,0.247133720416163,0.0256417813669722,0.0669928379852044,0.236140175071473,0.0389047717291992,0.237820153850688,"SPR","sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)","Stimulus1","SPR@Stimulus1",3
0.143550285665068,0.286985731101605,0.0941976974534179,0.140822830237432,0.0448163991846344,0.0882547156268841,0.201372340730958,"METTL8","methyltransferase like 8","Stimulus1","METTL8@Stimulus1",3
0.160241002467711,0.251706566676281,0.0539050732301381,0.134858827676826,0.0948306252603916,0.075409415761305,0.229048488927347,"FPGT-TNNI3K","FPGT-TNNI3K readthrough","Stimulus1","FPGT-TNNI3K@Stimulus1",3
0.114576411008502,0.207383303925388,0.0552258301060978,0.14729943399253,0.158069616627329,0.127065239808428,0.190380164531726,"SIN3A","SIN3 transcription regulator family member A","Stimulus1","SIN3A@Stimulus1",3
0.169514510442094,0.248237049091402,0.0209858963927312,0.103471657173854,0.131882289123949,0.0763832384052075,0.249525359370762,"PCTP","phosphatidylcholine transfer protein","Stimulus2","PCTP@Stimulus2",3
0.120209645621965,0.201663701495408,0.00329374429004183,0.136966870221667,0.158917151512237,0.14059720151945,0.238351685339232,"ENO2","enolase 2","Stimulus2","ENO2@Stimulus2",3
0.150051017345898,0.278884820839085,0.0433347338094952,0.144919272552668,0.0683032230958526,0.112028089550447,0.202478842806554,"EPSTI1","epithelial stromal interaction 1","Stimulus2","EPSTI1@Stimulus2",3
0.155782652043868,0.281063060817547,0.0273554336989033,0.104436689930209,0.0936876869391825,0.121603938185444,0.216070538384845,"CDK12","cyclin dependent kinase 12","Stimulus2","CDK12@Stimulus2",3
0.150625094140684,0.296972435607772,0.0256966410604007,0.166380478987799,0.0406386503991565,0.0854345533965959,0.234252146407591,"CYCS","cytochrome c, somatic","Stimulus2","CYCS@Stimulus2",3
0.199115925291705,0.250049778981323,0.0270001194695552,0.0174425550555533,0.106407550475887,0.0962128151009518,0.303771255625025,"NOL12","nucleolar protein 12","Stimulus2","NOL12@Stimulus2",3
0.131271495707422,0.214156318097088,0.0928352017642889,0.0686024836566988,0.11000551340282,0.148336790149387,0.234792197222295,"EPHX1","epoxide hydrolase 1","Stimulus2","EPHX1@Stimulus2",3
0.168901800493193,0.26328412660879,0.00435766645272439,0.0682363273992501,0.153261493767524,0.0834037090835388,0.25855487619498,"MLLT1","MLLT1, super elongation complex subunit","Stimulus2","MLLT1@Stimulus2",3
0.144663368341868,0.254781124323699,0.0137140873188091,0.0424442322715042,0.169256140959986,0.098949743945838,0.276191302838295,"VPS13A","vacuolar protein sorting 13 homolog A","Stimulus2","VPS13A@Stimulus2",3
0.138320239017373,0.261425251742835,0.0714562354763749,0.00733097266792077,0.170189222086976,0.129716720150492,0.221561358858028,"ITIH5","inter-alpha-trypsin inhibitor heavy chain family member 5","Stimulus2","ITIH5@Stimulus2",3
0.142812259004313,0.190797178029762,0.0378452486361429,0.0957699008882923,0.152409242809403,0.099968581303019,0.280397589329068,"SMPDL3A","sphingomyelin phosphodiesterase acid like 3A","Stimulus2","SMPDL3A@Stimulus2",3
0.153073720303698,0.230896399706098,0.0442383051677688,0.0889358314964487,0.185678422728386,0.0544024001959344,0.242774920401665,"MTAP","methylthioadenosine phosphorylase","Stimulus2","MTAP@Stimulus2",3
0.133024715992231,0.229387820257004,0.126958788942986,0.138239284859127,0.071540692260622,0.0805597680048953,0.220288929683135,"TBX19","T-box 19","Stimulus2","TBX19@Stimulus2",3
0.177582042903822,0.169413268930246,0.0364043187952834,0.0854524790453189,0.194203722119619,0.091170620826822,0.245773547378889,"LIN28B","lin-28 homolog B","Stimulus2","LIN28B@Stimulus2",3
0.13252405311564,0.253412494367728,0.0016963078798802,0.156643430782687,0.147207718200853,0.143125977364892,0.165390018288319,"KLF1","Kruppel like factor 1","Stimulus2","KLF1@Stimulus2",3
0.198807157057654,0.348111332007952,0.0473558648111332,0.178807157057654,0.00707753479125248,0.0421868787276342,0.17765407554672,"NDUFS8","NADH:ubiquinone oxidoreductase core subunit S8","Stimulus2","NDUFS8@Stimulus2",3
0.129785853341986,0.205632706035042,0.0429072031148605,0.14624269954575,0.121168072680078,0.132719013627515,0.22154445165477,"HIF1AN","hypoxia inducible factor 1 alpha subunit inhibitor","Stimulus2","HIF1AN@Stimulus2",3
0.169808116827984,0.196230259806419,0.0390219052470708,0.23525216505349,0.285243674647648,0.0598403803701817,0.0146034980472067,"PWWP2A","PWWP domain containing 2A","Control","PWWP2A@Control",4
0.147011261062597,0.151333392137838,0.0620387521684161,0.239187321748846,0.291258710417218,0.00767398782746758,0.101496574637617,"MAN1A2","mannosidase alpha class 1A member 2","Control","MAN1A2@Control",4
0.156362385464553,0.184507614848172,0.0724270569471808,0.26356443693905,0.243800231416331,0.0726146918097383,0.00672358257497576,"ATG4B","autophagy related 4B cysteine peptidase","Control","ATG4B@Control",4
0.123872757903082,0.135318600733327,0.0743732038450104,0.239991081161431,0.21662867902091,0.0792537905063918,0.130561886829848,"NGB","neuroglobin","Control","NGB@Control",4
0.159098864034111,0.183313711140102,0.0911000095459318,0.171063098609476,0.245075890158144,0.0781175422407484,0.0722308842714863,"ZFYVE21","zinc finger FYVE-type containing 21","Control","ZFYVE21@Control",4
0.154240059228183,0.158774716969491,0.130888114261036,0.159885245395934,0.21322145787704,0.0860968010611716,0.0968936052071444,"USP24","ubiquitin specific peptidase 24","Control","USP24@Control",4
0.189200438945018,0.116925871268021,0.1245695690014,0.186021871570742,0.247549854315662,0.0298558292655239,0.105876565633632,"OR2T2","olfactory receptor family 2 subfamily T member 2","Control","OR2T2@Control",4
